"Requested_prod_id","Requested_GTIN(EAN/UPC)","Requested_Icecat_id","ErrorMessage","Supplier","Prod_id","Icecat_id","GTIN(EAN/UPC)","Category","CatId","ProductFamily","ProductSeries","Model","Updated","Quality","On_Market","Product_Views","HighPic","HighPic Resolution","LowPic","Pic500x500","ThumbPic","Folder_PDF","Folder_Manual_PDF","ProductTitle","ShortDesc","ShortSummaryDescription","LongSummaryDescription","LongDesc","Short Marketing Text","SEO Title","SEO Description","SEO Keywords","ProductGallery","ProductGallery Resolution","ProductGallery ExpirationDate","360","EU Energy Label","EU Product Fiche","PDF","Video/mp4","Other Multimedia","ProductMultimediaObject ExpirationDate","ReasonsToBuy","Bullet Points","Variant_prod_id","Variant_GTIN(EAN/UPC)","EPREL ID","Your product ID","Specs 1","Specs 2","Specs 3","Specs 4","Specs 5","Specs 6","Specs 7","Specs 8","Specs 9","Specs 10","Specs 11","Specs 12","Specs 13","Specs 14","Specs 15","Specs 16","Specs 17","Specs 18","Specs 19","Specs 20","Specs 21","Specs 22","Specs 23","Specs 24","Specs 25","Specs 26","Specs 27","Specs 28","Specs 29","Specs 30","Specs 31","Specs 32","Specs 33","Specs 34","Specs 35","Specs 36","Specs 37","Specs 38","Specs 39","Specs 40","Specs 41","Specs 42","Specs 43","Specs 44","Specs 45","Specs 46","Specs 47","Specs 48","Specs 49","Specs 50","Specs 51","Specs 52","Specs 53","Specs 54","Specs 55","Specs 56","Specs 57","Specs 58","Specs 59","Specs 60","Specs 61","Specs 62","Specs 63","Specs 64","Specs 65","Specs 66","Specs 67","Specs 68","Specs 69","Specs 70","Specs 71","Specs 72","Specs 73","Specs 74","Specs 75","Specs 76","Specs 77","Specs 78","Specs 79","Specs 80","Specs 81","Specs 82","Specs 83","Specs 84","Specs 85","Specs 86","Specs 87"
"","4019588039452","76365942","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","TechniSat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T00003945","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","4016138523256","30036140","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","VOLTCRAFT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TOC-101148","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","4053199515110","85244633","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","VOLTCRAFT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TIP-04240477","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","4019588051010","137862823","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","TechniSat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T00005101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","4019588251014","138694015","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","TechniSat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","T00025101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8592920119624","118292980","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Emos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMO2702038000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8592920119976","118292984","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Emos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMO2702039000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","4016139191973","85226773","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","BASETech","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ATO-1553063","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","4891199001086","32769234","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","GP Batteries","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMO1022000111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","4891199006999","2257001","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","GP Batteries","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMO1022000611","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","5412810299089","77270313","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Nedis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EMO1804300100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8595025309662","85751891","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Emos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P15X1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","8595025302120","30448434","You are not allowed to access a Full Icecat repository with a free Open Icecat account. Please, check the manual or upgrade your account","Emos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P3X1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
