ean;stara_url;stary_nazov;stara_kategoria;najdena_kategoria;cesta_kategorie;nova_url_kategorie;skore;pocet_zhod;istota
POE-PAN4-GB-AF/AT;https://premiumstore.sk/mhpower-poe-pan4-gb-af-at-gigabitovy-stineny-4-portovy-poe-panel-802-3af-at#69352;MHPower POE-PAN4-GB-AF/AT Gigabitový stíněný 4-portový PoE panel, 802.3af/at;;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
POE-D;https://premiumstore.sk/poe-d-univerzalni-poe-detektor#69351;POE-D Univerzální PoE Detektor;;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
POE-PAN8-GB;https://premiumstore.sk/mhpower-poe-pan8-gb-gigabitovy-stineny-8-portovy-poe-panel#69348;MHPower POE-PAN8-GB Gigabitový stíněný 8-portový PoE panel;;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
POE-PAN4-GB;https://premiumstore.sk/mhpower-poe-pan4-gb-gigabitovy-stineny-4-portovy-poe-panel#69347;MHPower POE-PAN4-GB Gigabitový stíněný 4-portový PoE panel;;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
POE-54V-80W;https://premiumstore.sk/ubiquiti-poe-54v-80w-gigabitovy-poe-injektor-pro-edgepoint-54v-1-5a-80w#69343;Ubiquiti POE-54V-80W, Gigabitový PoE Injektor pro EdgePoint, 54V/1.5A (80W);;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
POE-PAN16-GB;https://premiumstore.sk/mhpower-poe-pan16-gb-gigabitovy-stineny-16-portovy-poe-panel#69342;MHPower POE-PAN16-GB Gigabitový stíněný 16-portový POE panel;;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
POE-PAN6-GB;https://premiumstore.sk/mhpower-poe-pan6-gb-gigabitovy-stineny-6-portovy-pasivni-poe-panel#69328;MHPower POE-PAN6-GB Gigabitový stíněný 6-portový pasivní POE panel;;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
POE-PAN8-CASE;https://premiumstore.sk/mhpower-poe-pasivni-slucovac-osminasobny-poe-pan8-case-poeinj8-s-krytem#69322;MHPower POE pasivní slučovač osminásobný POE-PAN8-CASE / POEINJ8 s krytem;;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
POE-PAN8-S;https://premiumstore.sk/mhpower-poe-pan8-s-pasivni-poe-panel-8-portu-svorkovnice-bez-krytu#69321;MHPower POE-PAN8-S pasivní POE panel, 8 portů, svorkovnice, bez krytu;;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
POE-24-AF5X;https://premiumstore.sk/ubiquiti-poe-24-af5x-gigabitovy-poe-injektor-pro-af5x-24v-1a-24w#69320;Ubiquiti POE-24-AF5X, Gigabitový PoE Injektor pro AF5X, 24V/1A (24W);;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
POE-24-30W;https://premiumstore.sk/ubiquiti-poe-24-30w-gigabitovy-poe-injektor-24v-1-25a-30w#69319;Ubiquiti POE-24-30W, Gigabitový PoE Injektor, 24V/1.25A (30W);;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
POE-24-24W-G;https://premiumstore.sk/ubiquiti-poe-24-24w-g-gigabitovy-poe-injektor-24v-1a-24w#69318;Ubiquiti POE-24-24W-G, Gigabitový PoE Injektor, 24V/1A (24W);;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
POE-24-12W-G;https://premiumstore.sk/ubiquiti-poe-24-12w-g-gigabitovy-poe-injektor-24v-0-5a-12w#69317;Ubiquiti POE-24-12W-G, Gigabitový PoE Injektor, 24V/0.5A (12W);;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
POE-48-24W-G;https://premiumstore.sk/ubiquiti-poe-48-24w-g-gigabitovy-poe-injektor-48v-0-5a-24w#69316;Ubiquiti POE-48-24W-G, Gigabitový PoE Injektor, 48V/0.5A (24W);;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
POE-48-24W;https://premiumstore.sk/ubiquiti-poe-48-24w-poe-injektor-48v-0-5a-24w#69315;Ubiquiti POE-48-24W, PoE Injektor, 48V/0.5A (24W);;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
POE-50-60W;https://premiumstore.sk/ubiquiti-poe-50-60w-gigabitovy-poe-injektor-50v-1-2a-60w#69314;Ubiquiti POE-50-60W, Gigabitový PoE Injektor, 50V/1.2A (60W);;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
POE-24-12W;https://premiumstore.sk/ubiquiti-poe-24-12w-poe-injektor-24v-0-5a-12w#69313;Ubiquiti POE-24-12W, PoE Injektor, 24V/0.5A (12W);;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
POE-24-24W;https://premiumstore.sk/ubiquiti-poe-24-24w-poe-injektor-24v-1a-24w#69312;Ubiquiti POE-24-24W, PoE Injektor, 24V/1A (24W);;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
POE-PAN12;https://premiumstore.sk/mhpower-poe-pan12-12-portovy-pasivni-poe-injektor-panel#69303;MHPower POE-PAN12 12-portový pasivní POE injektor panel;;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
POE-PAN12-GB;https://premiumstore.sk/mhpower-poe-pan12-gb-gigabitovy-stineny-12-portovy-pasivni-poe-panel#69302;MHPower POE-PAN12-GB Gigabitový stíněný 12-portový pasivní POE panel;;Napájacie adaptéry a POE;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > Napájacie adaptéry a POE;napajacie-adaptery-a-poe;15.72;2;VYSOKA
ZQZ516R;https://premiumstore.sk/chytra-led-zarovka-gosmart-a65-e27-14-w-94-w-1-400-lm-rgb-stmivatelna-zigbee#69250;Emos Chytrá LED žárovka GoSmart A65 / E27 / 14 W (94 W) / 1 400 lm / RGB / stmívatelná / Zigbee;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQZ515R;https://premiumstore.sk/chytra-led-zarovka-gosmart-a60-e27-11-w-75-w-1-050-lm-rgb-stmivatelna-zigbee#69249;Emos Chytrá LED žárovka GoSmart A60 / E27 / 11 W (75 W) / 1 050 lm / RGB / stmívatelná / Zigbee;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQZ514R;https://premiumstore.sk/chytra-led-zarovka-gosmart-a60-e27-9-w-60-w-806-lm-rgb-stmivatelna-zigbee#69248;Emos Chytrá LED žárovka GoSmart A60 / E27 / 9 W (60 W) / 806 lm / RGB / stmívatelná / Zigbee;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQZ322R;https://premiumstore.sk/chytra-led-zarovka-gosmart-svicka-e14-4-8-w-40-w-470lm-rgb-stmivatelna-zigbee#69247;Emos Chytrá LED žárovka GoSmart svíčka / E14 / 4,8 W (40 W) / 470lm / RGB / stmívatelná /Zigbee;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZQZ832R;https://premiumstore.sk/chytra-led-zarovka-gosmart-mr16-gu10-4-8-w-35-w-400-lm-rgb-stmivatelna-zigbee#69246;Emos Chytrá LED žárovka GoSmart MR16 / GU10 / 4,8 W (35 W) / 400 lm / RGB / stmívatelná /Zigbee;;MR16 patice;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > MR16 patice;mr16-patice;13.20;2;VYSOKA
ZQW322R;https://premiumstore.sk/chytra-led-zarovka-gosmart-svicka-e14-4-8-w-40-w-470lm-rgb-stmivatelna-wi-fi#69245;Emos Chytrá LED žárovka GoSmart svíčka / E14 / 4,8 W (40 W) / 470lm / RGB / stmívatelná / Wi-Fi;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZQW832R;https://premiumstore.sk/chytra-led-zarovka-gosmart-mr16-gu10-4-8-w-35-w-400-lm-rgb-stmivatelna-wi-fi#69244;Emos Chytrá LED žárovka GoSmart MR16 / GU10 / 4,8 W (35 W) / 400 lm / RGB / stmívatelná / Wi-Fi;;MR16 patice;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > MR16 patice;mr16-patice;13.20;2;VYSOKA
ZQW516R;https://premiumstore.sk/led-zarovka-emos-zqw516r-gosmart-wifi-a65-e27-14-w-94-w-1-400-lm-rgb-stmivatelna#69243;LED žárovka EMOS ZQW516R GoSmart WIFI A65 / E27 / 14 W (94 W) / 1 400 lm / RGB / stmívatelná;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZQW515R;https://premiumstore.sk/led-zarovka-emos-zqw515r-gosmart-wifi-a65-e27-11-w-75-w-1-050-lm-rgb-stmivatelna#69242;LED žárovka EMOS ZQW515R GoSmart WIFI A65 / E27 / 11 W (75 W) / 1 050 lm / RGB / stmívatelná;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF5158;https://premiumstore.sk/led-zarovka-filament-a60-e27-5-w-75-w-1-060-lm-neutralni-bila#69152;Emos LED žárovka Filament A60 / E27 / 5 W (75 W) / 1 060 lm / neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF5148;https://premiumstore.sk/led-zarovka-filament-a60-e27-3-8-w-60-w-806-lm-neutralni-bila#69151;Emos LED žárovka Filament A60 / E27 / 3,8 W (60 W) / 806 lm / neutrální bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF5157;https://premiumstore.sk/led-zarovka-filament-a60-e27-5-w-75-w-1-060-lm-tepla-bila#69150;Emos LED žárovka Filament A60 / E27 / 5 W (75 W) / 1 060 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
ZF5147;https://premiumstore.sk/led-zarovka-filament-a60-e27-3-8-w-60-w-806-lm-tepla-bila#69149;Emos LED žárovka Filament A60 / E27 / 3,8 W (60 W) / 806 lm / teplá bílá;;E27 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E27 závit;e27-zavit;12.79;2;VYSOKA
5900779936287;https://premiumstore.sk/slunecni-clona-3x2m-seda#69073;Gardlov Sluneční clona 3x2m šedá;HITYshop | Dům a zahrada | ZAHRADA | Zahradní doplňky;Sluneční clony;Záhrada > Záhradné doplnky > Sluneční clony;slunecni-clony;13.33;2;VYSOKA
5900779936270;https://premiumstore.sk/slunecni-clona-3x2m-bezova#69072;Gardlov Sluneční clona 3x2m béžová;HITYshop | Dům a zahrada | ZAHRADA | Zahradní doplňky;Sluneční clony;Záhrada > Záhradné doplnky > Sluneční clony;slunecni-clony;13.33;2;VYSOKA
A6000.4;https://premiumstore.sk/zasuvka-emos-a6000-4-250v-s-usb-a-usb-c-bila#69050;Zásuvka EMOS A6000.4 250V s USB A+USB C, bílá;;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;11.33;2;VYSOKA
P4112;https://premiumstore.sk/led-pracovni-svitilna-emos-p4112-2-cob-led-350-lm-3-aa#68852;LED pracovní svítilna EMOS P4112, 2× COB LED, 350 lm, 3× AA;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;9.87;2;VYSOKA
P4113;https://premiumstore.sk/led-pracovni-svitilna-emos-p4113-cob-led-700-lm-4-aa#68851;LED pracovní svítilna EMOS P4113, COB LED, 700 lm, 4× AA;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;9.87;2;VYSOKA
SCC075015060R;https://premiumstore.sk/solarni-regulator-mppt-victron-energy-smartsolar-75v-15a-bluetooth#68795;Solární regulátor MPPT Victron Energy SmartSolar 75V/15A Bluetooth;HITYshop | ENERGIE | Fotovoltaika | Solární regulátory | MPPT;Solárne regulátory MPPT;Fotovoltaika a energie > Fotovoltaika > Solárne regulátory > Solárne regulátory MPPT;solarne-regulatory-mppt;16.53;2;VYSOKA
SM7027W;https://premiumstore.sk/kabel-usb-c-2-0-usb-c-2-0-emos-sm7027w-1-m-bily#68728;Kabel USB-C 2.0 / USB-C 2.0, EMOS SM7027W, 1 m, bílý;;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;11.33;2;VYSOKA
S70203;https://premiumstore.sk/kabel-usb-3-0-a-m-micro-b-m-1m-emos-s70203#68727;Kabel USB 3.0, A/M – micro B/M 1m, EMOS S70203;;Micro USB káble;TV, audio a video > Mobily a tablety > USB káble > Micro USB káble;micro-usb-kable;12.83;2;VYSOKA
P3320;https://premiumstore.sk/led-nocni-svetlo-emos-p3320-s-fotosenzorem-do-zasuvky#68704;LED noční světlo EMOS P3320 s fotosenzorem do zásuvky;;Bílé svetlo;Elektroinštalačný materiál > Osvetlenie > LED reflektory > Bílé svetlo;bile-svetlo;13.20;2;VYSOKA
P3319;https://premiumstore.sk/led-nocni-svetlo-emos-p3319-s-fotosenzorem-do-zasuvky#68686;LED noční světlo EMOS P3319 s fotosenzorem do zásuvky;;Bílé svetlo;Elektroinštalačný materiál > Osvetlenie > LED reflektory > Bílé svetlo;bile-svetlo;13.20;2;VYSOKA
P3318;https://premiumstore.sk/led-nocni-svetlo-emos-p3318-s-fotosenzorem-do-zasuvky#68685;LED noční světlo EMOS P3318 s fotosenzorem do zásuvky;;Bílé svetlo;Elektroinštalačný materiál > Osvetlenie > LED reflektory > Bílé svetlo;bile-svetlo;13.20;2;VYSOKA
MS75-12(L);https://premiumstore.sk/baterie-lifepo4-12-8v-75ah-mhpower-ms75-12-l-lc5-m8#68631;Baterie LiFePO4 12,8V  75Ah MHPower MS75-12(L) LC5-M8;;LiFePO4 akumulátory;Fotovoltaika a energie > Akumulátory a batérie > LiFePO4 akumulátory;lifepo4-akumulatory;12.85;2;VYSOKA
MS100-12(L);https://premiumstore.sk/baterie-lifepo4-12-8v-100ah-mhpower-ms100-12-l-lc4-m8#68630;Baterie LiFePO4 12,8V 100Ah MHPower MS100-12(L) LC4-M8;;LiFePO4 akumulátory;Fotovoltaika a energie > Akumulátory a batérie > LiFePO4 akumulátory;lifepo4-akumulatory;12.85;2;VYSOKA
MS150-12(L);https://premiumstore.sk/baterie-lifepo4-12-8v-150ah-mhpower-ms150-12-l-lc5-m8#68629;Baterie LiFePO4 12,8V 150Ah MHPower MS150-12(L) LC5-M8;;LiFePO4 akumulátory;Fotovoltaika a energie > Akumulátory a batérie > LiFePO4 akumulátory;lifepo4-akumulatory;12.85;2;VYSOKA
P8583;https://premiumstore.sk/celovka-gp-discovery-ch43-2-smd-led-led-150-lm#68553;Čelovka GP Discovery CH43, 2× SMD LED + LED, 150 lm;;SMD LED žiarovky;Auto-moto > Vybavenie autá > Autožiarovky > SMD LED žiarovky;smd-led-ziarovky;18.13;3;VYSOKA
P8582;https://premiumstore.sk/celovka-gp-discovery-ch42-2-smd-led-100-lm#68552;Čelovka GP Discovery CH42, 2× SMD LED, 100 lm;;SMD LED žiarovky;Auto-moto > Vybavenie autá > Autožiarovky > SMD LED žiarovky;smd-led-ziarovky;13.20;2;VYSOKA
P5805;https://premiumstore.sk/meric-spotreby-elektricke-energie-emos-p5805#68535;Měřič spotřeby elektrické energie EMOS P5805;;Elektrické stanice;Fotovoltaika a energie > Elektrické stanice;elektricke-stanice;8.98;2;VYSOKA
P8584;https://premiumstore.sk/celovka-gp-discovery-ch44-2-smd-led-300-lm#68533;Čelovka GP Discovery CH44, 2× SMD LED, 300 lm;;SMD LED žiarovky;Auto-moto > Vybavenie autá > Autožiarovky > SMD LED žiarovky;smd-led-ziarovky;13.20;2;VYSOKA
P1410R;https://premiumstore.sk/prodluzovaci-kabel-emos-p1410r-s-vypinacem-4-zasuvky-10m-bily#68525;Prodlužovací kabel EMOS P1410R s vypínačem, 4 zásuvky, 10m, bílý;;Dĺžka 10m;Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Predlžovacie prívody > Dĺžka 10m;dlzka-10m;12.84;2;VYSOKA
SCC110030210;https://premiumstore.sk/solarni-regulator-mppt-victron-energy-smartsolar-100v-30a-bluetooth#68360;Solární regulátor MPPT Victron Energy SmartSolar 100V/30A Bluetooth;HITYshop | ENERGIE | Fotovoltaika | Solární regulátory | MPPT;Solárne regulátory MPPT;Fotovoltaika a energie > Fotovoltaika > Solárne regulátory > Solárne regulátory MPPT;solarne-regulatory-mppt;16.53;2;VYSOKA
P3316;https://premiumstore.sk/led-nocni-svetlo-emos-p3316-s-fotosenzorem-do-zasuvky#68273;LED noční světlo EMOS P3316 s fotosenzorem do zásuvky;;Bílé svetlo;Elektroinštalačný materiál > Osvetlenie > LED reflektory > Bílé svetlo;bile-svetlo;13.20;2;VYSOKA
P3315;https://premiumstore.sk/led-nocni-svetlo-emos-p3315-s-fotosenzorem-do-zasuvky#68272;LED noční světlo EMOS P3315 s fotosenzorem do zásuvky;;Bílé svetlo;Elektroinštalačný materiál > Osvetlenie > LED reflektory > Bílé svetlo;bile-svetlo;13.20;2;VYSOKA
P3314;https://premiumstore.sk/led-nocni-svetlo-emos-p3314-s-fotosenzorem-do-zasuvky#68271;LED noční světlo EMOS P3314 s fotosenzorem do zásuvky;;Bílé svetlo;Elektroinštalačný materiál > Osvetlenie > LED reflektory > Bílé svetlo;bile-svetlo;13.20;2;VYSOKA
Z7617;https://premiumstore.sk/led-svetlo-monitoru-emos-z7617-ava#67912;LED světlo monitoru EMOS Z7617 AVA;;Bílé svetlo;Elektroinštalačný materiál > Osvetlenie > LED reflektory > Bílé svetlo;bile-svetlo;13.20;2;VYSOKA
5999883027325;https://premiumstore.sk/ftp-kabel-amiko-cat6-cca-stineny-sitovy-kabel-baleni-305m#67905;FTP kabel AMIKO CAT6 CCA stíněný síťový kabel - balení 305m;;Kabel s F konektory;TV, audio a video > Antény a satelity > Koaxiálne káble > Kabel s F konektory;kabel-s-f-konektory;15.72;2;VYSOKA
P8567;https://premiumstore.sk/celovka-gp-xplor-phr17-500-lm-3-cree-smd-led-usb-c-nabijeni#67827;Čelovka GP Xplor PHR17, 500 lm, 3× Cree SMD LED, USB-C nabíjení;;SMD LED žiarovky;Auto-moto > Vybavenie autá > Autožiarovky > SMD LED žiarovky;smd-led-ziarovky;13.20;2;VYSOKA
B12104;https://premiumstore.sk/baterie-gp-greencell-r03-aaa-4-kusy#67731;Baterie GP Greencell R03 (AAA) 4 kusy;;AAA mikrotužkové;Fotovoltaika a energie > Akumulátory a batérie > AAA mikrotužkové;aaa-mikrotuzkove;12.85;2;VYSOKA
P4538;https://premiumstore.sk/emos-p4538-smd-led-led-nabijeci-svitilna-700-lm-1200-mah#67660;EMOS P4538 SMD LED + LED nabíjecí svítilna, 700 lm, 1200 mAh;;SMD LED žiarovky;Auto-moto > Vybavenie autá > Autožiarovky > SMD LED žiarovky;smd-led-ziarovky;18.13;3;VYSOKA
P4537;https://premiumstore.sk/emos-p4537-cob-led-smd-led-nabijeci-svitilna-330-lm-1200-mah#67659;EMOS P4537 COB LED + SMD LED nabíjecí svítilna, 330 lm, 1200 mAh;;SMD LED žiarovky;Auto-moto > Vybavenie autá > Autožiarovky > SMD LED žiarovky;smd-led-ziarovky;18.13;3;VYSOKA
H3015;https://premiumstore.sk/emos-em-10ahd-monitor-videotelefonu-7-lcd-h3015#67658;"EMOS EM-10AHD monitor videotelefonu 7"" LCD /H3015/";;LCD displej / PC monitor;Šport, hračky a voľný čas > Mikroskopy > LCD displej / PC monitor;lcd-displej-pc-monitor;15.72;2;VYSOKA
J5712;https://premiumstore.sk/lte-filtr-emos-em694iec-5-694-mhz-lte-5g-utlum-40-db#67642;LTE filtr EMOS EM694IEC (5-694 MHz, LTE 5G útlum 40 dB);;3G/LTE modemy;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > 3G/LTE modemy;3g-lte-modemy;15.72;2;VYSOKA
J5711;https://premiumstore.sk/lte-filtr-emos-em694f-5-694-mhz-lte-5g-utlum-40-db#67641;LTE filtr EMOS EM694F (5-694 MHz, LTE 5G útlum 40 dB);;3G/LTE modemy;TV, audio a video > Počítače a príslušenstvo > Sieťové prvky > 3G/LTE modemy;3g-lte-modemy;15.72;2;VYSOKA
P3310K;https://premiumstore.sk/led-nocni-svetlo-emos-p3310k-se-senzorem-fotorezistor-na-3-aa#67341;LED noční světlo EMOS P3310K se senzorem (fotorezistor) na 3× AA;;Bílé svetlo;Elektroinštalačný materiál > Osvetlenie > LED reflektory > Bílé svetlo;bile-svetlo;13.20;2;VYSOKA
P4536;https://premiumstore.sk/led-reflektor-emos-p4536-2000-lm-cob-led-nabijeci-pracovni-svitilna-8000-mah#67284;LED reflektor EMOS P4536, 2000 lm, COB LED nabíjecí pracovní svítilna, 8000 mAh;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;9.87;2;VYSOKA
P3313;https://premiumstore.sk/led-nocni-svetlo-emos-p3313-do-zasuvky-s-2-usb#66904;LED noční světlo EMOS P3313 do zásuvky s 2× USB;;Bílé svetlo;Elektroinštalačný materiál > Osvetlenie > LED reflektory > Bílé svetlo;bile-svetlo;13.20;2;VYSOKA
P4535;https://premiumstore.sk/emos-p4535-cob-led-led-670-lm-2200-mah-led-nabijeci-pracovni-svitilna#66858;EMOS P4535 COB LED + LED, 670 lm, 2200 mAh LED nabíjecí pracovní svítilna;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;14.80;3;VYSOKA
P4531;https://premiumstore.sk/emos-p4531-cob-led-led-nabijeci-prac-svitilna-400-lm-2000-mah#66856;EMOS P4531 COB LED + LED nabíjecí prac. svítilna, 400 lm, 2000 mAh;;LED Žiarovky;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky;led-ziarovky;9.87;2;VYSOKA
P0070;https://premiumstore.sk/dalkove-ovladane-zasuvky-emos-p0070-set-3-1#66748;Dálkově ovládané zásuvky EMOS P0070 set 3+1;;Dálkově ovládané;Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Spínacie zásuvky > Dálkově ovládané;dalkove-ovladane;21.11;3;VYSOKA
ZQ9141;https://premiumstore.sk/led-zarovka-classic-jc-4-5w-e14-neutralni-bila-do-digestore#66645;Emos LED žárovka Classic JC 4,5W E14 neutrální bílá do digestoře;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
ZQ9140;https://premiumstore.sk/led-zarovka-classic-jc-4-5w-e14-tepla-bila#66644;Emos LED žárovka Classic JC  4,5W E14 teplá bílá;;E14 závit;Elektroinštalačný materiál > Osvetlenie > LED Žiarovky > E14 závit;e14-zavit;12.51;2;VYSOKA
P0604;https://premiumstore.sk/prodluzovaci-kabel-emos-p0604-spojka-25m-2-zasuvky-cerny-guma-230-v-1-5-mm2#66611;Prodlužovací kabel EMOS P0604 spojka 25m / 2 zásuvky / černý / guma / 230 V / 1,5 mm2;;Dĺžka 25m;Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Predlžovacie prívody > Dĺžka 25m;dlzka-25m;12.84;2;VYSOKA
P0603;https://premiumstore.sk/prodluzovaci-kabel-emos-p0603-spojka-20m-2-zasuvky-cerny-guma-230-v-1-5-mm2#66610;Prodlužovací kabel EMOS P0603 spojka 20m / 2 zásuvky / černý / guma / 230 V / 1,5 mm2;;Dĺžka 20m;Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Predlžovacie prívody > Dĺžka 20m;dlzka-20m;12.84;2;VYSOKA
P0602;https://premiumstore.sk/prodluzovaci-kabel-emos-p0602-spojka-15m-2-zasuvky-cerny-guma-230-v-1-5-mm2#66609;Prodlužovací kabel EMOS P0602 spojka 15m / 2 zásuvky / černý / guma / 230 V / 1,5 mm2;;Dĺžka 15m;Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Predlžovacie prívody > Dĺžka 15m;dlzka-15m;12.84;2;VYSOKA
P0601;https://premiumstore.sk/prodluzovaci-kabel-emos-p0601-spojka-10m-2-zasuvky-cerny-guma-230-v-1-5-mm2#66608;Prodlužovací kabel EMOS P0601 spojka 10m / 2 zásuvky / černý / guma / 230 V / 1,5 mm2;;Dĺžka 10m;Elektroinštalačný materiál > Predlžovačky, zásuvky, vidlica > Predlžovacie prívody > Dĺžka 10m;dlzka-10m;12.84;2;VYSOKA
SM7025BL;https://premiumstore.sk/kabel-usb-c-2-0-usb-a-2-0-cerny-1-00-m-emos-sm7025bl#66607;Kabel USB-C 2.0 - USB-A 2.0 černý 1.00 m EMOS SM7025BL;;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;11.33;2;VYSOKA
SM7025W;https://premiumstore.sk/kabel-usb-c-2-0-usb-a-2-0-bily-1-00-m-emos-sm7025w#66606;Kabel USB-C 2.0 - USB-A 2.0 bílý 1.00 m EMOS SM7025W;;Autorádiá s USB;Auto-moto > Autorádiá > Autorádiá s USB;autoradia-s-usb;11.33;2;VYSOKA
